module,contributor,author,commentor,integrator,churn,entropy,p1,p2,p3,p4,p5,p6,p7,p8,top_iso,top_rso,top_tco
943,7,4,6,4,42,0.526617,0.428571,0.142857,0.000000,0.000000,0.000000,0.000000,0.142857,0.285714,0.50000000000000000000,0.36095238095238095238,0.50000000000000000000
944,5,3,5,3,23,\N,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.50000000000000000000,0.50000000000000000000,0.43478260869565217391
945,8,2,8,2,17,0.522559,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125000,0.625000,0.71430000000000000000,0.59133153261304521809,0.76470588235294117647
946,10,2,9,3,22,0.533357,0.100000,0.000000,0.200000,0.000000,0.000000,0.100000,0.200000,0.400000,0.66670000000000000000,0.40575980392156862745,0.90909090909090909091
947,4,2,4,2,8,\N,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.75000000000000000000,0.57777777777777777778,0.75000000000000000000
948,7,4,6,4,34,0.602431,0.428571,0.142857,0.000000,0.000000,0.000000,0.000000,0.142857,0.285714,0.40000000000000000000,0.36095238095238095238,0.44117647058823529412
949,10,2,9,3,20,0.556033,0.100000,0.000000,0.200000,0.000000,0.000000,0.100000,0.200000,0.400000,0.66670000000000000000,0.40575980392156862745,0.90000000000000000000
950,10,2,9,2,25,0.795040,0.100000,0.000000,0.100000,0.000000,0.000000,0.100000,0.200000,0.500000,0.80000000000000000000,0.48691176470588235294,0.92000000000000000000
951,7,4,6,4,25,0.721928,0.285714,0.142857,0.142857,0.000000,0.000000,0.000000,0.142857,0.285714,0.42860000000000000000,0.38412698412698412698,0.60000000000000000000
952,5,1,5,1,20,0.992774,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.200000,1.00000000000000000000,0.42857142857142857143,1.00000000000000000000
953,19,6,19,3,134,0.205846,0.105263,0.000000,0.000000,0.000000,0.105263,0.000000,0.000000,0.789474,0.88370000000000000000,0.45347079820764031290,0.59701492537313432836
954,41,15,39,17,1331,0.121480,0.048780,0.000000,0.000000,0.024390,0.024390,0.024390,0.000000,0.878049,0.77230000000000000000,0.52988761981836774081,0.69872276483846731781
955,8,3,6,1,299,0.661272,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.625000,1.00000000000000000000,0.64126984126984126984,0.91638795986622073579
956,5,2,5,2,11,\N,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.000000,0.60000000000000000000,0.43333333333333333333,0.54545454545454545455
957,4,2,4,2,12,\N,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.66670000000000000000,0.57777777777777777778,0.83333333333333333333
958,42,14,40,16,532,0.281587,0.047619,0.000000,0.023810,0.000000,0.023810,0.023810,0.000000,0.880952,0.80400000000000000000,0.55455072719825510894,0.68045112781954887218
961,14,3,14,4,43,\N,0.142857,0.000000,0.071429,0.071429,0.071429,0.000000,0.071429,0.571429,0.42860000000000000000,0.24910287081339712919,0.37209302325581395349
962,15,4,14,5,2953,0.979400,0.066667,0.066667,0.133333,0.066667,0.000000,0.000000,0.266667,0.400000,0.33330000000000000000,0.27278361344537815126,0.65289536065018625127
963,7,2,6,2,5058,0.977318,0.142857,0.142857,0.000000,0.000000,0.000000,0.000000,0.285714,0.428571,0.66670000000000000000,0.42187500000000000000,0.66666666666666666667
