module,contributor,author,commentor,integrator,churn,entropy,size,p1,p2,p3,p4,p5,p6,p7,p8,top_iso,top_rso,top_tco,status
1731,8,3,8,3,20,,0,0.375000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375000,0.250000,0.50000000000000000000,0.26126126126126126126,0.50000000000000000000,FALSE
1732,11,5,11,5,613,0.667607,0,0.363636,0.000000,0.090909,0.000000,0.000000,0.090909,0.363636,0.090909,0.50000000000000000000,0.18518518518518518519,0.37030995106035889070,FALSE
1733,22,6,22,6,2120,0.404502,0,0.090909,0.000000,0.000000,0.090909,0.045455,0.045455,0.000000,0.727273,0.53130000000000000000,0.30659198004413764264,0.52688679245283018868,FALSE
1734,26,5,26,6,88,,267,0.115385,0.000000,0.038462,0.076923,0.000000,0.038462,0.000000,0.730769,0.52940000000000000000,0.24213770978476860830,0.38636363636363636364,FALSE
1735,18,2,18,2,110,,24,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667,0.722222,0.70000000000000000000,0.35209545356604180134,0.63636363636363636364,FALSE
1736,24,4,24,4,325,,0,0.083333,0.041667,0.000000,0.000000,0.000000,0.000000,0.125000,0.750000,0.41670000000000000000,0.30447254715238000483,0.50769230769230769231,FALSE
1737,10,3,9,3,8,,1671,0.200000,0.000000,0.100000,0.000000,0.000000,0.100000,0.400000,0.200000,0.40000000000000000000,0.24047619047619047619,0.50000000000000000000,FALSE
1738,11,2,11,2,572,0.998933,0,0.090909,0.000000,0.090909,0.000000,0.000000,0.000000,0.181818,0.636364,0.71430000000000000000,0.54937148772552499261,0.96503496503496503497,FALSE
1739,13,3,13,3,16,,0,0.230769,0.000000,0.000000,0.000000,0.000000,0.000000,0.153846,0.615385,0.50000000000000000000,0.38854003139717425432,0.50000000000000000000,FALSE
1740,6,1,6,1,619,0.937265,0,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.500000,1.00000000000000000000,0.57692307692307692308,1.00000000000000000000,FALSE
1741,6,1,6,1,17,,0,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.500000,1.00000000000000000000,0.57692307692307692308,1.00000000000000000000,FALSE
1742,6,1,6,1,601,0.992059,0,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.500000,1.00000000000000000000,0.57692307692307692308,1.00000000000000000000,FALSE
1743,2,1,2,1,152,0.689202,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.69230769230769230769,1.00000000000000000000,FALSE
1748,16,6,16,5,249,0.990004,0,0.250000,0.000000,0.062500,0.000000,0.000000,0.000000,0.062500,0.625000,0.25000000000000000000,0.22261904761904761905,0.38554216867469879518,FALSE
1751,5,1,5,1,9,,13,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.200000,1.00000000000000000000,0.42857142857142857143,1.00000000000000000000,FALSE
1752,21,6,19,8,83,0.932674,75,0.190476,0.000000,0.047619,0.142857,0.000000,0.000000,0.095238,0.523810,0.44440000000000000000,0.27448621652962260173,0.62650602409638554217,FALSE
1753,5,2,5,2,132,,66,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.000000,0.50000000000000000000,0.33333333333333333333,0.50000000000000000000,FALSE
1754,14,4,11,6,200,0.817904,43,0.214286,0.071429,0.000000,0.142857,0.000000,0.000000,0.285714,0.285714,0.22220000000000000000,0.24102564102564102564,0.38000000000000000000,FALSE
1755,15,4,12,6,509,0.495663,207,0.200000,0.000000,0.000000,0.200000,0.000000,0.000000,0.266667,0.333333,0.30000000000000000000,0.20085470085470085470,0.53438113948919449902,FALSE
1756,16,5,15,6,24,,0,0.312500,0.000000,0.000000,0.062500,0.000000,0.000000,0.250000,0.375000,0.25000000000000000000,0.22644257703081232493,0.33333333333333333333,FALSE
1757,15,5,14,6,112,,262,0.200000,0.000000,0.133333,0.066667,0.000000,0.000000,0.200000,0.400000,0.28570000000000000000,0.26418300653594771242,0.46428571428571428571,FALSE
1758,21,7,21,7,3072,0.628135,45,0.047619,0.047619,0.142857,0.095238,0.047619,0.047619,0.047619,0.523810,0.42860000000000000000,0.21089743589743589744,0.53548177083333333333,FALSE
1759,4,1,4,1,99,,0,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.750000,0.000000,1.00000000000000000000,0.42857142857142857143,1.00000000000000000000,FALSE
1760,16,5,16,5,496,,0,0.187500,0.000000,0.125000,0.000000,0.000000,0.000000,0.062500,0.625000,0.28570000000000000000,0.25442176870748299320,0.49596774193548387097,FALSE
1763,23,10,23,9,774,0.867952,0,0.130435,0.086957,0.086957,0.086957,0.000000,0.043478,0.086957,0.478261,0.36360000000000000000,0.14068639752782975289,0.26098191214470284238,FALSE
