module,contributor,author,commentor,integrator,churn,entropy,size,p1,p2,p3,p4,p5,p6,p7,p8,top_iso,top_rso,top_tco,status
1847,1,0,0,1,0,,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,FALSE
1848,1,0,0,1,0,,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,FALSE
1849,4,1,4,2,4,,0,0.000000,0.000000,0.500000,0.000000,0.250000,0.000000,0.250000,0.000000,0.50000000000000000000,0.42857142857142857143,1.00000000000000000000,FALSE
1850,1,0,0,1,0,,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,FALSE
1851,4,1,4,2,3,,0,0.000000,0.000000,0.500000,0.000000,0.250000,0.000000,0.250000,0.000000,0.50000000000000000000,0.42857142857142857143,1.00000000000000000000,FALSE
1852,1,0,0,1,0,,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,FALSE
1853,1,0,0,1,0,,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,FALSE
1854,1,0,0,1,0,,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,FALSE
1855,1,0,0,1,0,,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,FALSE
1856,2,1,0,1,682,0.138671,0,0.000000,0.000000,0.000000,0.500000,0.000000,0.500000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,FALSE
1857,2,0,1,1,0,,0,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,1.00000000000000000000,0.00000000000000000000,FALSE
1858,2,0,1,1,0,,0,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,1.00000000000000000000,0.00000000000000000000,FALSE
1859,2,0,1,1,0,,0,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,1.00000000000000000000,0.00000000000000000000,FALSE
1860,2,0,1,1,0,,0,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,1.00000000000000000000,0.00000000000000000000,FALSE
1861,2,0,1,1,0,,0,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,1.00000000000000000000,0.00000000000000000000,FALSE
1862,5,2,5,2,18,0.309543,0,0.000000,0.000000,0.200000,0.200000,0.400000,0.000000,0.000000,0.200000,0.66670000000000000000,0.56349206349206349206,0.94444444444444444444,FALSE
1863,1,1,0,1,4,,13,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,FALSE
1864,1,0,0,1,0,,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,FALSE
1865,1,0,0,1,0,,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,FALSE
1866,1,0,0,1,0,,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,FALSE
1867,1,0,0,1,0,,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,FALSE
1868,1,1,0,1,20,,262,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,FALSE
1869,1,1,0,1,12,,23,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,FALSE
1870,4,4,2,2,383,0.985073,118,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.80000000000000000000,0.50000000000000000000,0.86422976501305483029,FALSE
1871,1,1,0,1,4,,69,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,FALSE
1872,3,2,1,2,14,0.591673,199,0.000000,0.333333,0.333333,0.000000,0.000000,0.333333,0.000000,0.000000,0.50000000000000000000,1.00000000000000000000,0.85714285714285714286,FALSE
1873,2,1,2,1,2,,2,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.63636363636363636364,1.00000000000000000000,FALSE
1874,2,1,2,1,3,,3,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.63636363636363636364,1.00000000000000000000,FALSE
1875,2,1,2,1,3,,3,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.63636363636363636364,1.00000000000000000000,FALSE
1876,4,2,4,1,23,0.581282,0,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.750000,0.000000,1.00000000000000000000,0.49675324675324675325,0.95652173913043478261,FALSE
1877,2,0,2,1,0,,0,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.63636363636363636364,0.00000000000000000000,FALSE
1878,4,1,4,1,1,,0,0.000000,0.000000,0.250000,0.000000,0.250000,0.000000,0.500000,0.000000,1.00000000000000000000,0.49675324675324675325,1.00000000000000000000,FALSE
1879,4,1,4,1,1,,0,0.000000,0.000000,0.250000,0.000000,0.250000,0.000000,0.500000,0.000000,1.00000000000000000000,0.49675324675324675325,1.00000000000000000000,FALSE
1880,2,0,2,1,0,,0,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.63636363636363636364,0.00000000000000000000,FALSE
1881,2,0,2,1,0,,0,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.63636363636363636364,0.00000000000000000000,FALSE
1882,2,1,2,1,4,,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.63636363636363636364,1.00000000000000000000,FALSE
1883,2,0,2,1,0,,0,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.63636363636363636364,0.00000000000000000000,FALSE
1884,2,0,2,1,0,,0,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.63636363636363636364,0.00000000000000000000,FALSE
1885,2,1,2,1,3,,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.63636363636363636364,1.00000000000000000000,FALSE
1886,4,1,4,1,2,,0,0.000000,0.000000,0.250000,0.000000,0.250000,0.000000,0.500000,0.000000,1.00000000000000000000,0.49675324675324675325,1.00000000000000000000,FALSE
1887,4,1,4,1,4,,0,0.000000,0.000000,0.250000,0.000000,0.250000,0.000000,0.500000,0.000000,1.00000000000000000000,0.49675324675324675325,1.00000000000000000000,FALSE
1888,4,1,4,1,2,,0,0.000000,0.000000,0.250000,0.000000,0.250000,0.000000,0.500000,0.000000,1.00000000000000000000,0.49675324675324675325,1.00000000000000000000,FALSE
1889,4,1,4,1,1,,0,0.000000,0.000000,0.250000,0.000000,0.250000,0.000000,0.500000,0.000000,1.00000000000000000000,0.49675324675324675325,1.00000000000000000000,FALSE
1890,4,1,4,1,2,,0,0.000000,0.000000,0.250000,0.000000,0.250000,0.000000,0.500000,0.000000,1.00000000000000000000,0.49675324675324675325,1.00000000000000000000,FALSE
1891,2,0,2,1,0,,0,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.63636363636363636364,0.00000000000000000000,FALSE
1892,4,1,4,1,1,,0,0.000000,0.000000,0.250000,0.000000,0.250000,0.000000,0.500000,0.000000,1.00000000000000000000,0.49675324675324675325,1.00000000000000000000,FALSE
1893,4,1,4,1,5,,0,0.000000,0.000000,0.250000,0.000000,0.250000,0.000000,0.500000,0.000000,1.00000000000000000000,0.49675324675324675325,1.00000000000000000000,FALSE
1894,2,0,2,1,0,,0,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.63636363636363636364,0.00000000000000000000,FALSE
1895,2,0,2,1,0,,0,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.63636363636363636364,0.00000000000000000000,FALSE
1896,4,1,4,1,3,0.918296,0,0.000000,0.000000,0.250000,0.000000,0.250000,0.000000,0.500000,0.000000,1.00000000000000000000,0.49675324675324675325,1.00000000000000000000,FALSE
1897,4,1,4,1,11,0.497015,0,0.000000,0.000000,0.250000,0.000000,0.250000,0.000000,0.500000,0.000000,1.00000000000000000000,0.49675324675324675325,1.00000000000000000000,FALSE
1898,2,0,2,1,0,,0,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.63636363636363636364,0.00000000000000000000,FALSE
1899,4,2,4,1,12,0.682606,0,0.250000,0.000000,0.000000,0.000000,0.250000,0.000000,0.500000,0.000000,1.00000000000000000000,0.49675324675324675325,0.66666666666666666667,FALSE
